招生单位,考试方式,院系所,专业,学习方式,研究方向,指导老师,拟招人数,政治,外语,业务课一,业务课二
(10032)北京语言大学,统考,(002)外国语学部,(055107)(专业学位)法语笔译,全日制,(01)法语应用笔译,,专业：12(不含推免),(101)思想政治理论,(214)翻译硕士法语,(360)法语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055108)(专业学位)法语口译,全日制,(01)汉法口译,,专业：10(不含推免),(101)思想政治理论,(214)翻译硕士法语,(360)法语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055102)(专业学位)英语口译,全日制,(02)会议同声传译,,专业：18(不含推免),(101)思想政治理论,(211)翻译硕士英语,(357)英语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055103)(专业学位)俄语笔译,全日制,(01)俄语应用笔译,,专业：2(不含推免),(101)思想政治理论,(212)翻译硕士俄语,(358)俄语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055105)(专业学位)日语笔译,全日制,(01)汉日应用笔译,,专业：2(不含推免),(101)思想政治理论,(213)翻译硕士日语,(359)日语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055109)(专业学位)德语笔译,全日制,(01)德语应用笔译,,专业：2(不含推免),(101)思想政治理论,(215)翻译硕士德语,(361)德语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055112)(专业学位)朝鲜语口译,全日制,(01)朝鲜语同声传译,,专业：3(不含推免),(101)思想政治理论,(216)翻译硕士朝鲜语,(362)朝鲜语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055108)(专业学位)法语口译,全日制,(02)汉法同声传译,,专业：10(不含推免),(101)思想政治理论,(214)翻译硕士法语,(360)法语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055113)(专业学位)西班牙语笔译,全日制,(01)西班牙语应用笔译,,专业：1(不含推免),(101)思想政治理论,(217)翻译硕士西班牙语,(363)西班牙语翻译基础,(448)汉语写作与百科知识
(10028)首都师范大学,统考,(012)外国语学院,(055101)(专业学位)英语笔译,全日制,(02)英语笔译（国际胜任力）,不区分导师,研究方向：10(不含推免),(101)思想政治理论,(211)翻译硕士英语,(357)英语翻译基础,(448)汉语写作与百科知识
(10032)北京语言大学,统考,(002)外国语学部,(055116)(专业学位)阿拉伯语口译,全日制,(01)阿拉伯语同声传译,,专业：6(不含推免),(101)思想政治理论,(218)翻译硕士阿拉伯语,(364)阿拉伯语翻译基础,(448)汉语写作与百科知识
(10030)北京外国语大学,统考,(001)英语学院,(055101)(专业学位)英语笔译,全日制,(01)高级人文翻译,,专业：26(不含推免),(101)思想政治理论,(211)翻译硕士英语,(357)英语翻译基础,(448)汉语写作与百科知识
